user_id,Username,anime_id,Anime Title,rating,document
1099623,Gorokun,2118,Captain Tsubasa: Europe Daikessen,10,"title: captain tsubasa: europe daikessen. genres: sports. type: movie. episodes: unknown length. era: classic anime. source: source unknown. studio: tsuchida productions. rating: g - all ages. synopsis: the first captain tsubasa movie is about a match between an ""all europe boy soccer team"" and an ""all japan boy soccer team"" and takes place at the end of the first tv series. when the japanese team arrives in europe they meet incredible players with skills and strength they never had to face before. (source: ann)."
1099623,Gorokun,1614,Captain Tsubasa: Road to 2002,10,"title: captain tsubasa. genres: sports. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: group tac. rating: pg-13 - teens 13 or older. synopsis: tsubasa oozora loves everything about soccer: the cheer of the crowd, the speed of the ball, the passion of the players, and the excitement that comes from striving to be the best soccer player he can be. his goal is to aim for the world cup, and to do that, he’s spent countless hours practicing soccer, ever since the moment he could walk on two legs. now, as he plays for the barcelona team in a fierce game, it seems as though his dreams are on the verge of coming true. captain tsubasa: road to 2002 tells the story of how tsubasa climbed his way through the ranks, featuring his roots in the town of nankatsu as well as his epic journey to master the art of soccer.."
1099623,Gorokun,2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,10,"title: captain tsubasa: saikyou no teki! holland youth. genres: sports. type: ova. episodes: unknown length. era: 90s anime. source: source unknown. studio: animate film. rating: g - all ages. synopsis: the last captain tsubasa movie is about the match between japan and holland. after the japanese team lost two games against this apparently supreme opponent, their confidence is at its lowest point and even hyuga, having a hurt leg, is desperate. thus the management tries everything to convince wakabayashi (living in germany) and tsubasa (living in brazil) to come to holland and to help them, but both deny. only in the second half of the third game tsubasa appears and joins the team, giving them back their confidence and strength. with tsubasa ozora as their captain again, the last game ends 11:1 for japan. (source: ann)."
1099623,Gorokun,2121,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,10,"title: captain tsubasa: sekai daikessen!! jr. world cup. genres: sports. type: movie. episodes: unknown length. era: classic anime. source: source unknown. studio: tsuchida productions. rating: g - all ages. synopsis: in the fourth movie, the classical japan-europe match becomes intercontinental. this time they arrange a world cup with 4 teams: japan, usa, ""all europe"", and ""all south america"". in the first match, japan easily defeats the usa 3:0 and in the second match europe loses 2:3 against south america. in the final round s.a. shows their ""soccer cyborg"" carlos santana, a more than supreme player who seems to be undefeatable. all their classical tricks like hyugas ""tiger shot"" or tsubasas ""top spin"" seem to be totally worthless, but in a hard and spectacular match the japanese learn more and more to play in unison and finally they get the win. (source: ann)."
1099623,Gorokun,5941,Cross Game,10,"title: cross game. genres: drama, romance, sports. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: synergysp. rating: pg-13 - teens 13 or older. synopsis: kou kitamura and aoba tsukishima are often at odds—even though their families happen to be close friends and business partners. although the only child of a sports shop owner, kou has never been interested in playing baseball. despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the tsukushima family. on the other hand, aoba loves to play baseball and is a star player with exceptional pitching form. however, these two seemingly complete opposites share something very important to them—wakaba tsukishima, aoba's older sister and kou's destined sweetheart. admired by the quarrelsome duo, wakaba often finds herself the catalyst to their never-ending rivalry. but whether or not they realize that they have more in common than either would care to admit, only time will tell. the game of baseball may just be what the pair needs to ultimately overcome their own personal struggles.."
1099623,Gorokun,15,Eyeshield 21,10,"title: eyeshield 21. genres: sports. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: gallop. rating: pg-13 - teens 13 or older. synopsis: shy, reserved, and small-statured, deimon high school student sena kobayakawa is the perfect target for bullies. however, as a result of running errands throughout his life, sena has become agile and developed a skill for avoiding crowds of people. after the cunning youichi hiruma—captain of the deimon devil bats football team—witnesses sena's rapid legs in motion, he coerces the timid boy into joining his squad. as hiruma wants to conceal sena's identity from other clubs, sena is forced to hide under the visored helmet of ""eyeshield 21,"" a mysterious running back wearing the number 21 jersey. the legendary eyeshield 21 can supposedly run at the speed of light and has achieved remarkable feats in the united states during his time at the notre dame college. accustomed to avoiding his problems in the past, sena's specialty might just help him become the new secret weapon of the deimon devil bats. as he interacts with his teammates, sena gradually gains more self-confidence and forges valuable bonds along the way.."
1099623,Gorokun,263,Hajime no Ippo,10,"title: fighting spirit. genres: sports. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: madhouse. rating: pg-13 - teens 13 or older. synopsis: in his father's absence, teenager ippo makunouchi works hard to help his mother run her fishing boat rental business. ippo's timid nature, his lack of sleep, and the sea smell make him an easy target for relentless bullies who leave him bruised and beaten on a daily basis. mamoru takamura, an up-and-coming boxer, rescues ippo from a violent after-school incident and takes him back to the kamogawa boxing gym for recovery. takamura and his fellow boxers, masaru aoki and tatsuya kimura, are stunned by ippo's powerful punches—a result of strong muscles developed through years serving his physically taxing family business. following brief training under takamura, ippo impresses the other boxers in a practice match against prodigy ichirou miyata. he gains a rival in miyata and a coach in genji kamogawa, the gym owner and a former boxer himself. as ippo takes the first steps in his official boxing career, he faces off against a series of challenging opponents, each more powerful than the last. victory, loss, and a cycle of dedicated training await ippo on his journey to achieve greatness. with his tough body and unstoppable fighting spirit, the kind young man seeks to take on the world.."
1226789,randomdelete,1535,Death Note,9,"title: death note. genres: supernatural, suspense. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: madhouse. rating: r - 17+ (violence & profanity). synopsis: brutal murders, petty thefts, and senseless violence pollute the human world. in contrast, the realm of death gods is a humdrum, unchanging gambling den. the ingenious 17-year-old japanese student light yagami and sadistic god of death ryuk share one belief: their worlds are rotten. for his own amusement, ryuk drops his death note into the human world. light stumbles upon it, deeming the first of its rules ridiculous: the human whose name is written in this note shall die. however, the temptation is too great, and light experiments by writing a felon's name, which disturbingly enacts his first murder. aware of the terrifying godlike power that has fallen into his hands, light—under the alias kira—follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil-doers. the meticulous mastermind detective l is already on his trail, but as light's brilliance rivals l's, the grand chase for kira turns into an intense battle of wits that can only end when one of them is dead.."
1226789,randomdelete,9253,Steins;Gate,9,"title: steins;gate. genres: drama, sci-fi, suspense. type: tv. episodes: unknown length. era: 2010s anime. source: visual novel. studio: white fox. rating: pg-13 - teens 13 or older. synopsis: eccentric scientist rintarou okabe has a never-ending thirst for scientific exploration. together with his ditzy but well-meaning friend mayuri shiina and his roommate itaru hashida, rintarou founds the future gadget laboratory in the hopes of creating technological innovations that baffle the human psyche. despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo. however, when rintarou decides to attend neuroscientist kurisu makise's conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""phone microwave"" gadget than meets the eye. apparently able to send text messages into the past using the microwave, rintarou dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization sern. due to the novel discovery, rintarou and his friends find themselves in an ever-present danger. as he works to mitigate the damage his invention has caused to the timeline, he is not only fighting a battle to save his loved ones, but also one against his degrading sanity.."
1226789,randomdelete,9756,Mahou Shoujo Madoka★Magica,8,"title: puella magi madoka magica. genres: award winning, drama, suspense. type: tv. episodes: unknown length. era: 2010s anime. source: original. studio: shaft. rating: pg-13 - teens 13 or older. synopsis: madoka kaname and sayaka miki are regular middle school girls with regular lives, but all that changes when they encounter kyuubey, a cat-like magical familiar, and homura akemi, the new transfer student. kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. however, homura akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems. a story of hope, despair, and friendship, mahou shoujo madoka★magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.."
1286221,LoreTalon,2104,Seto no Hanayome,10,"title: my bride is a mermaid. genres: comedy, romance. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: gonzo, aic. rating: pg-13 - teens 13 or older. synopsis: during his summer vacation, middle school student nagasumi michishio travels to the seto inland sea. one day, while swimming at mio sun beach, his leg suddenly cramps. no one is close enough to notice his desperate screams for help, and so he sinks into the ocean, where he is left to drown alone. just as he loses consciousness, however, a mermaid appears and saves his life. that night, nagasumi is visited by his savior, a girl who introduces herself as sun seto—a mermaid from a yakuza family. as it turns out, under mermaid law, a mermaid whose identity is revealed to a human must be punished by execution. to avoid this harrowing outcome, the seto family propose a solution: nagasumi must marry sun or die at the hands of gouzaburou, sun's father and boss of the seto clan. faced with no other option, nagasumi takes her hand in marriage. now, the newlyweds face the difficult task of keeping their relationship secret. between gouzaburou's unending attempts on nagasumi's life and the eccentric antics of a slew of antagonists, a genuine and innocent love blossoms between the pair as they adapt to their new life.."
1286221,LoreTalon,11757,Sword Art Online,9,"title: sword art online. genres: action, adventure, fantasy, romance. type: tv. episodes: unknown length. era: 2010s anime. source: light novel. studio: a-1 pictures. rating: pg-13 - teens 13 or older. synopsis: ever since the release of the innovative nervegear, gamers from all around the globe have been given the opportunity to experience a completely immersive virtual reality. sword art online (sao), one of the most recent games on the console, offers a gateway into the wondrous world of aincrad, a vivid, medieval landscape where users can do anything within the limits of imagination. with the release of this worldwide sensation, gaming has never felt more lifelike. however, the idyllic fantasy rapidly becomes a brutal nightmare when sao's creator traps thousands of players inside the game. the ""log-out"" function has been removed, with the only method of escape involving beating all of aincrad's one hundred increasingly difficult levels. adding to the struggle, any in-game death becomes permanent, ending the player's life in the real world. while kazuto ""kirito"" kirigaya was fortunate enough to be a beta-tester for the game, he quickly finds that despite his advantages, he cannot overcome sao's challenges alone. teaming up with asuna yuuki and other talented players, kirito makes an effort to face the seemingly insurmountable trials head-on. but with difficult bosses and threatening dark cults impeding his progress, kirito finds that such tasks are much easier said than done.."
1286221,LoreTalon,195,Onegai☆Teacher,9,"title: please teacher!. genres: drama, romance, sci-fi. type: tv. episodes: unknown length. era: 2000s anime. source: original. studio: daume. rating: pg-13 - teens 13 or older. synopsis: one day, kei kusanagi notices a strange glowing woman by the lake. he discovers that the woman is actually an alien officer from the galaxy federation named mizuho kazami, and even more shocking—she's also his teacher! in spite of this setback, he and his teacher gradually get to know each other and a romance blossoms between them. however, soon enough, the principal of the school finds out about their relationship. the solution? get married! together, the newlyweds must keep their marriage a secret, not only from kei's high school friends, but also the galaxy federation. onegai☆teacher is the fragile but comedic love story of an alien and her student.."
1286221,LoreTalon,4214,Rosario to Vampire Capu2,9,"title: rosario + vampire capu2. genres: comedy, fantasy, romance, ecchi. type: tv. episodes: unknown length. era: 2000s anime. source: manga. studio: gonzo. rating: pg-13 - teens 13 or older. synopsis: it has been one year since tsukune aono enrolled at youkai academy, and since then his life has taken an interesting turn. in addition to being the only human at a school for monsters, he has attracted a bevy of beautiful women who want him all for themselves: the sexy succubus kurumu kurono; yukari sendou, a witch; stalker and yuki-onna mizore shirayuki; and moka akashiya, a kind vampire who, when her rosary is removed, reveals a darker personality. but soon, trouble visits youkai academy in the form of moka's younger sister, kokoa shuzen. she is furious that her ""true older sister"" is sealed within moka's rosary, and vows to bring out moka's darker self. however, kokoa's thoughtless actions may affect more than just her sister...."
1286221,LoreTalon,10719,Boku wa Tomodachi ga Sukunai,8,"title: haganai: i don't have many friends. genres: comedy, romance, ecchi. type: tv. episodes: unknown length. era: 2010s anime. source: light novel. studio: aic build. rating: r+ - mild nudity. synopsis: when kodaka hasegawa finds out that he will be transferring to a new school, he is determined to make a positive impression, and maybe even some friends. however, kodaka discovers he is out of luck when he immediately gets labeled as a violent delinquent due to his blond hair and intimidating expression. although a month has passed, kodaka is still alone thanks to his notorious reputation. however, his life begins to change when he finds fellow loner yozora mikazuki talking to her imaginary friend in an empty classroom. after sharing stories of their lonely high school life, kodaka and yozora decide to overcome the difficulties of making friends together by starting the neighbor's club. created for people who don't have friends, daily activities involve learning social skills and how to fit in, which will hopefully allow them to make friends. joined by the eroge-loving sena kashiwazaki, and other eccentric outcasts, kodaka may finally have managed to find people he can call friends, in this club filled with hilarious oddballs.."
1286221,LoreTalon,1555,Tokimeki Memorial: Only Love,8,"title: tokimeki memorial. genres: comedy, romance. type: tv. episodes: unknown length. era: 2000s anime. source: game. studio: aic asta. rating: pg-13 - teens 13 or older. synopsis: aoba riku has just transferred to a new high school because of his father's job, and things aren't quite what he expected. the headmaster's secretary controls the school while espousing the virtues of academic freedom, the teachers are even stranger than normal teachers, and half the student body is walking around with animal ears on. on his very first day, riku is unfortunate enough to find himself at the center of the student council's latest event, which has him running for his life. all this on top of the normal high school rigour of popularity contests, crushes, and homework makes it unsure whether riku will be able to survive this new school. (source: ann)."
